Year;variable2;cod;variable;bd;area;Distribución de la producción bibliografica de autores vinculados a la institución por área OCDE;Distribución de la producción bibliografica de autores vinculados a la institución por área OCDE. (SCIELO);Distribución de la producción bibliografica de autores vinculados a la institución por área OCDE. (SCOPUS);Distribución de la producción bibliografica de autores vinculados a la institución por área OCDE. (WOS core collection);Producción bibliográfica de autores vinculados a la institución por tipo de coautoría;Producción bibliográfica de autores vinculados a la institución por tipo de coautoría (WOS core collection);Producción bibliográfica de autores vinculados a la institución por tipo de coautoría . (SCIELO);Producción bibliográfica de autores vinculados a la institución por tipo de coautoría . (SCOPUS);Producción bibliográfica de autores vinculados a la institución por tipo de producto;Producción bibliográfica de autores vinculados a la institución por tipo de producto. (SCIELO);Producción bibliográfica de autores vinculados a la institución por tipo de producto. (SCOPUS);Producción bibliográfica de autores vinculados a la institución por tipo de producto. (WOS core collection);Promedio de citas de documentos publicados por autores vinculados a la institución;Promedio de citas de documentos publicados por autores vinculados a la institución. (SCIELO);Promedio de citas de documentos publicados por autores vinculados a la institución. (SCOPUS);Promedio de citas de documentos publicados por autores vinculados a la institución. (WOS core collection);Departamento
2017;Humanities;5;scopus;SCOPUS;Producción bibliográfica;NA;NA;511;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Antioquia
2017;Humanities;5;TOTAL;TOTAL;Producción bibliográfica;768;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Antioquia
2017;Humanities;5;wos;WOS;Producción bibliográfica;NA;NA;NA;333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Antioquia
2017;Humanities;50;scielo;SCIELO;Producción bibliográfica;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Meta
2017;Humanities;50;scopus;SCOPUS;Producción bibliográfica;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Meta
2017;Humanities;50;TOTAL;TOTAL;Producción bibliográfica;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Meta
2017;Humanities;50;wos;WOS;Producción bibliográfica;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Meta
2017;Humanities;52;scielo;SCIELO;Producción bibliográfica;NA;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Narińo
2017;Humanities;52;scopus;SCOPUS;Producción bibliográfica;NA;NA;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Narińo
2017;Humanities;52;TOTAL;TOTAL;Producción bibliográfica;36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Narińo
2017;Humanities;52;wos;WOS;Producción bibliográfica;NA;NA;NA;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Narińo
2017;Humanities;54;scielo;SCIELO;Producción bibliográfica;NA;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Norte de Santander
2017;Humanities;54;scopus;SCOPUS;Producción bibliográfica;NA;NA;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Norte de Santander
2017;Humanities;54;TOTAL;TOTAL;Producción bibliográfica;24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Norte de Santander
2017;Humanities;54;wos;WOS;Producción bibliográfica;NA;NA;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Norte de Santander
2017;Humanities;63;scielo;SCIELO;Producción bibliográfica;NA;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Quindío
2017;Humanities;63;scopus;SCOPUS;Producción bibliográfica;NA;NA;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Quindío
2017;Humanities;63;TOTAL;TOTAL;Producción bibliográfica;28;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Quindío
2017;Humanities;63;wos;WOS;Producción bibliográfica;NA;NA;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Quindío
2017;Humanities;66;scielo;SCIELO;Producción bibliográfica;NA;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Risaralda
2017;Humanities;66;scopus;SCOPUS;Producción bibliográfica;NA;NA;42;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Risaralda
2017;Humanities;66;TOTAL;TOTAL;Producción bibliográfica;53;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Risaralda
2017;Humanities;66;wos;WOS;Producción bibliográfica;NA;NA;NA;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Risaralda
2017;Humanities;68;scielo;SCIELO;Producción bibliográfica;NA;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Santander
2017;Humanities;68;scopus;SCOPUS;Producción bibliográfica;NA;NA;110;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Santander
2017;Humanities;68;TOTAL;TOTAL;Producción bibliográfica;178;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Santander
2017;Humanities;68;wos;WOS;Producción bibliográfica;NA;NA;NA;86;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Santander
2017;Humanities;70;scielo;SCIELO;Producción bibliográfica;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Sucre
2017;Humanities;70;scopus;SCOPUS;Producción bibliográfica;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Sucre
2017;Humanities;70;TOTAL;TOTAL;Producción bibliográfica;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Sucre
2017;Humanities;70;wos;WOS;Producción bibliográfica;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Sucre
2017;Humanities;73;scielo;SCIELO;Producción bibliográfica;NA;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Tolima
2017;Humanities;73;scopus;SCOPUS;Producción bibliográfica;NA;NA;29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Tolima
2017;Humanities;73;TOTAL;TOTAL;Producción bibliográfica;62;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Tolima
2017;Humanities;73;wos;WOS;Producción bibliográfica;NA;NA;NA;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Tolima
2017;Humanities;76;scielo;SCIELO;Producción bibliográfica;NA;125;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Valle del Cauca
2017;Humanities;76;scopus;SCOPUS;Producción bibliográfica;NA;NA;206;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Valle del Cauca
2017;Humanities;76;TOTAL;TOTAL;Producción bibliográfica;330;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Valle del Cauca
2017;Humanities;76;wos;WOS;Producción bibliográfica;NA;NA;NA;127;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Valle del Cauca
2017;Humanities;8;scielo;SCIELO;Producción bibliográfica;NA;103;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Atlántico
2017;Humanities;8;scopus;SCOPUS;Producción bibliográfica;NA;NA;244;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Atlántico
2017;Humanities;8;TOTAL;TOTAL;Producción bibliográfica;354;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Atlántico
2017;Humanities;8;wos;WOS;Producción bibliográfica;NA;NA;NA;120;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Atlántico
2017;Humanities;9999;scielo;SCIELO;Producción bibliográfica;NA;1241;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2017;Humanities;9999;scopus;SCOPUS;Producción bibliográfica;NA;NA;3672;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2017;Humanities;9999;TOTAL;TOTAL;Producción bibliográfica;5275;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2017;Humanities;9999;wos;WOS;Producción bibliográfica;NA;NA;NA;1906;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2017;Humanities;NA;scielo;SCIELO;Producción bibliográfica;NA;96;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2017;Humanities;NA;scopus;SCOPUS;Producción bibliográfica;NA;NA;1975;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2017;Humanities;NA;TOTAL;TOTAL;Producción bibliográfica;1976;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2017;Humanities;NA;wos;WOS;Producción bibliográfica;NA;NA;NA;823;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2017;Internacional;0;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;541;NA;NA;NA;NA;NA;NA;NA;NA;NA;Nacional
2017;Internacional;0;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;4181;NA;NA;NA;NA;NA;NA;NA;NA;Nacional
2017;Internacional;0;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;6222;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Nacional
2017;Internacional;0;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;4977;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Nacional
2017;Internacional;11;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;343;NA;NA;NA;NA;NA;NA;NA;NA;NA;Bogotá
2017;Internacional;11;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;2615;NA;NA;NA;NA;NA;NA;NA;NA;Bogotá
2017;Internacional;11;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;3871;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Bogotá
2017;Internacional;11;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;2793;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Bogotá
2017;Internacional;13;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;14;NA;NA;NA;NA;NA;NA;NA;NA;NA;Bolívar
2017;Internacional;13;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;66;NA;NA;NA;NA;NA;NA;NA;NA;Bolívar
2017;Internacional;13;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;103;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Bolívar
2017;Internacional;13;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;74;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Bolívar
2017;Internacional;15;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;27;NA;NA;NA;NA;NA;NA;NA;NA;NA;Boyacá
2017;Internacional;15;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;60;NA;NA;NA;NA;NA;NA;NA;NA;Boyacá
2017;Internacional;15;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;103;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Boyacá
2017;Internacional;15;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Boyacá
2017;Internacional;17;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;Caldas
2017;Internacional;17;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;106;NA;NA;NA;NA;NA;NA;NA;NA;Caldas
2017;Internacional;17;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;144;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Caldas
2017;Internacional;17;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;101;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Caldas
2017;Internacional;18;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;Caquetá
2017;Internacional;18;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;11;NA;NA;NA;NA;NA;NA;NA;NA;Caquetá
2017;Internacional;18;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Caquetá
2017;Internacional;18;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Caquetá
2017;Internacional;19;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cauca
2017;Internacional;19;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;96;NA;NA;NA;NA;NA;NA;NA;NA;Cauca
2017;Internacional;19;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;128;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cauca
2017;Internacional;19;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cauca
2017;Internacional;20;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cesar
2017;Internacional;20;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;Cesar
2017;Internacional;20;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cesar
2017;Internacional;20;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cesar
2017;Internacional;23;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;Córdoba
2017;Internacional;23;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;23;NA;NA;NA;NA;NA;NA;NA;NA;Córdoba
2017;Internacional;23;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;42;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Córdoba
2017;Internacional;23;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Córdoba
2017;Internacional;25;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;24;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cundinamarca
2017;Internacional;25;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;97;NA;NA;NA;NA;NA;NA;NA;NA;Cundinamarca
2017;Internacional;25;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;155;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cundinamarca
2017;Internacional;25;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;125;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cundinamarca
2017;Internacional;27;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;Chocó
2017;Internacional;27;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;Chocó
2017;Internacional;27;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Chocó
2017;Internacional;27;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Chocó
2017;Internacional;41;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;Huila
2017;Internacional;41;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;11;NA;NA;NA;NA;NA;NA;NA;NA;Huila
2017;Internacional;41;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Huila
2017;Internacional;41;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Huila
2017;Internacional;44;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;Guajira
2017;Internacional;44;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;Guajira
2017;Internacional;44;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Guajira
2017;Internacional;44;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Guajira
2017;Internacional;47;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;Magdalena
2017;Internacional;47;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;28;NA;NA;NA;NA;NA;NA;NA;NA;Magdalena
2017;Internacional;47;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Magdalena
2017;Internacional;47;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;38;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Magdalena
2017;Internacional;5;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;125;NA;NA;NA;NA;NA;NA;NA;NA;NA;Antioquia
2017;Internacional;5;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;740;NA;NA;NA;NA;NA;NA;NA;NA;Antioquia
2017;Internacional;5;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;1023;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Antioquia
2017;Internacional;5;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;750;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Antioquia
2017;Internacional;50;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;Meta
2017;Internacional;50;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;Meta
2017;Internacional;50;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Meta
2017;Internacional;50;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Meta
2017;Internacional;52;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;Narińo
2017;Internacional;52;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;32;NA;NA;NA;NA;NA;NA;NA;NA;Narińo
2017;Internacional;52;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Narińo
2017;Internacional;52;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Narińo
2017;Internacional;54;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;Norte de Santander
2017;Internacional;54;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;23;NA;NA;NA;NA;NA;NA;NA;NA;Norte de Santander
2017;Internacional;54;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;48;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Norte de Santander
2017;Internacional;54;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;34;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Norte de Santander
2017;Internacional;63;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;Quindío
2017;Internacional;63;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;40;NA;NA;NA;NA;NA;NA;NA;NA;Quindío
2017;Internacional;63;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;62;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Quindío
2017;Internacional;63;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;41;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Quindío
2017;Internacional;66;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;Risaralda
2017;Internacional;66;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;58;NA;NA;NA;NA;NA;NA;NA;NA;Risaralda
2017;Internacional;66;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;79;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Risaralda
2017;Internacional;66;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;46;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Risaralda
2017;Internacional;68;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;41;NA;NA;NA;NA;NA;NA;NA;NA;NA;Santander
2017;Internacional;68;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;242;NA;NA;NA;NA;NA;NA;NA;NA;Santander
2017;Internacional;68;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;366;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Santander
2017;Internacional;68;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;266;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Santander
2017;Internacional;70;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;Sucre
2017;Internacional;70;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;Sucre
2017;Internacional;70;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Sucre
2017;Internacional;70;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Sucre
2017;Internacional;73;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;14;NA;NA;NA;NA;NA;NA;NA;NA;NA;Tolima
2017;Internacional;73;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;29;NA;NA;NA;NA;NA;NA;NA;NA;Tolima
2017;Internacional;73;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;47;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Tolima
2017;Internacional;73;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Tolima
2017;Internacional;76;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;65;NA;NA;NA;NA;NA;NA;NA;NA;NA;Valle del Cauca
2017;Internacional;76;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;404;NA;NA;NA;NA;NA;NA;NA;NA;Valle del Cauca
2017;Internacional;76;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;538;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Valle del Cauca
2017;Internacional;76;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;380;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Valle del Cauca
2017;Internacional;8;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;56;NA;NA;NA;NA;NA;NA;NA;NA;NA;Atlántico
2017;Internacional;8;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;382;NA;NA;NA;NA;NA;NA;NA;NA;Atlántico
2017;Internacional;8;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;496;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Atlántico
2017;Internacional;8;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;274;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Atlántico
2017;Internacional;91;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;Amazonas
2017;Internacional;91;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Amazonas
2017;Internacional;9999;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;748;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2017;Internacional;9999;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;5591;NA;NA;NA;NA;NA;NA;NA;NA;NA
2017;Internacional;9999;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;7819;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2017;Internacional;9999;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;4980;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2017;Internacional;NA;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;187;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2017;Internacional;NA;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;5266;NA;NA;NA;NA;NA;NA;NA;NA;NA
2017;Internacional;NA;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;5271;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2017;Internacional;NA;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;3125;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2017;Medical and Health Sciences;0;scielo;SCIELO;Producción bibliográfica;NA;243;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Nacional
